dc,hf_month,hf_week,delivery_date,source,destination,sku,sku_category,randomized_delivery_quantity
PI,2024-08,2024-W32,2024-08-09,inventory_waste,donation,alias-84748,C_05,864
PI,2024-08,2024-W32,2024-08-09,inventory_waste,donation,alias-30773,C_04,442
FI,2024-07,2024-W28,2024-07-12,inventory_waste,disposal,alias-13683,C_07,72
FI,2024-07,2024-W29,2024-07-17,inventory_waste,donation,alias-42879,C_07,36
FI,2024-07,2024-W29,2024-07-15,inventory_waste,donation,alias-57272,C_07,26
FI,2024-07,2024-W29,2024-07-15,inventory_waste,donation,alias-42978,C_05,396
FI,2024-07,2024-W30,2024-07-22,inventory_waste,donation,alias-26660,C_05,34
FI,2024-07,2024-W27,2024-07-05,inventory_waste,donation,alias-41732,C_07,1662
FI,2024-08,2024-W34,2024-08-19,inventory_waste,donation,alias-38044,C_05,480
PI,2024-07,2024-W30,2024-07-26,inventory_waste,donation,alias-91615,C_05,672
PI,2024-08,2024-W34,2024-08-23,inventory_waste,donation,alias-38277,C_01,1024
PI,2024-07,2024-W30,2024-07-26,inventory_waste,donation,alias-26689,C_05,755
PI,2024-07,2024-W27,2024-07-05,inventory_waste,donation,alias-39015,C_05,45
PI,2024-07,2024-W30,2024-07-22,inventory_waste,disposal,alias-96628,C_05,72
PI,2024-08,2024-W33,2024-08-16,inventory_waste,donation,alias-38277,C_01,240
PI,2024-07,2024-W28,2024-07-12,inventory_waste,donation,alias-64732,C_05,230
PI,2024-07,2024-W28,2024-07-12,inventory_waste,donation,alias-29856,C_08,2000
PI,2024-08,2024-W31,2024-08-02,inventory_waste,donation,alias-62303,C_05,216
FI,2024-07,2024-W28,2024-07-09,inventory_waste,donation,alias-37900,C_05,2016
FI,2024-08,2024-W32,2024-08-07,inventory_waste,donation,alias-58700,C_03,216
PI,2024-08,2024-W32,2024-08-09,inventory_waste,donation,alias-22002,C_05,528
PI,2024-08,2024-W32,2024-08-09,inventory_waste,donation,alias-93381,C_07,806
FI,2024-07,2024-W30,2024-07-25,inventory_waste,donation,alias-57561,C_05,29
FI,2024-07,2024-W28,2024-07-12,inventory_waste,disposal,alias-70811,C_07,64
FI,2024-07,2024-W30,2024-07-25,inventory_waste,donation,alias-26689,C_05,234
FI,2024-08,2024-W32,2024-08-05,inventory_waste,disposal,alias-88381,C_01,499
FI,2024-08,2024-W33,2024-08-16,inventory_waste,donation,alias-86740,C_05,900
FI,2024-07,2024-W30,2024-07-26,inventory_waste,donation,alias-90301,C_05,134
FI,2024-07,2024-W30,2024-07-26,inventory_waste,donation,alias-13373,C_05,211
FI,2024-07,2024-W29,2024-07-17,inventory_waste,donation,alias-77003,C_07,898
FI,2024-07,2024-W30,2024-07-22,inventory_waste,donation,alias-42977,C_05,44
PI,2024-07,2024-W30,2024-07-26,inventory_waste,donation,alias-38323,C_05,576
PI,2024-08,2024-W33,2024-08-16,inventory_waste,donation,alias-34965,C_05,720
PI,2024-08,2024-W33,2024-08-16,inventory_waste,donation,alias-96911,C_06,21276
PI,2024-07,2024-W27,2024-07-05,inventory_waste,donation,alias-37458,C_05,504
PI,2024-07,2024-W27,2024-07-05,inventory_waste,donation,alias-25977,C_05,3240
PI,2024-07,2024-W28,2024-07-12,inventory_waste,donation,alias-19485,C_05,120
PI,2024-07,2024-W29,2024-07-19,inventory_waste,disposal,alias-85131,C_07,1680
PI,2024-08,2024-W35,2024-08-30,inventory_waste,donation,alias-25010,C_05,19600
PI,2024-08,2024-W31,2024-08-02,inventory_waste,donation,alias-77003,C_07,6336
FI,2024-08,2024-W35,2024-08-26,inventory_waste,donation,alias-15948,C_05,320
FI,2024-07,2024-W28,2024-07-12,inventory_waste,disposal,alias-33584,C_05,468
FI,2024-07,2024-W28,2024-07-12,inventory_waste,disposal,alias-52621,C_07,112
FI,2024-08,2024-W31,2024-08-02,inventory_waste,donation,alias-74671,C_07,1448
FI,2024-08,2024-W31,2024-08-02,inventory_waste,donation,alias-33584,C_05,108
FI,2024-08,2024-W33,2024-08-16,inventory_waste,donation,alias-38044,C_05,640
FI,2024-07,2024-W29,2024-07-19,inventory_waste,donation,alias-92940,C_05,336
FI,2024-07,2024-W29,2024-07-19,inventory_waste,donation,alias-27656,C_07,48
FI,2024-07,2024-W29,2024-07-17,inventory_waste,donation,alias-91319,C_05,103
FI,2024-07,2024-W28,2024-07-08,inventory_waste,donation,alias-33584,C_05,192
FI,2024-08,2024-W31,2024-07-29,inventory_waste,donation,alias-90173,C_05,360
FI,2024-07,2024-W28,2024-07-08,inventory_waste,donation,alias-52621,C_07,307
FI,2024-07,2024-W29,2024-07-15,inventory_waste,donation,alias-73256,C_07,16
FI,2024-07,2024-W28,2024-07-08,inventory_waste,donation,alias-59243,C_05,120
PI,2024-07,2024-W30,2024-07-26,inventory_waste,donation,alias-96628,C_05,475
PI,2024-07,2024-W27,2024-07-01,inventory_waste,disposal,alias-75604,C_03,990
PI,2024-07,2024-W28,2024-07-12,inventory_waste,donation,alias-85039,C_05,173
PI,2024-08,2024-W31,2024-08-02,inventory_waste,donation,alias-41649,C_05,672
PI,2024-08,2024-W31,2024-08-02,inventory_waste,donation,alias-95866,C_04,403
FI,2024-08,2024-W35,2024-08-26,inventory_waste,donation,alias-53587,C_05,1040
FI,2024-07,2024-W27,2024-07-01,inventory_waste,donation,alias-94861,C_08,600
FI,2024-07,2024-W27,2024-07-01,inventory_waste,donation,alias-11932,C_07,88
FI,2024-07,2024-W27,2024-07-01,inventory_waste,donation,alias-54292,C_05,360
FI,2024-07,2024-W27,2024-07-01,inventory_waste,donation,alias-82090,C_05,240
PI,2024-08,2024-W32,2024-08-09,inventory_waste,donation,alias-36252,C_05,269
FI,2024-07,2024-W27,2024-07-03,inventory_waste,donation,alias-36450,C_07,464
FI,2024-08,2024-W32,2024-08-05,inventory_waste,donation,alias-26372,C_05,14
FI,2024-08,2024-W31,2024-08-02,inventory_waste,donation,alias-74772,C_05,232
FI,2024-08,2024-W31,2024-08-02,inventory_waste,donation,alias-57039,C_01,821
FI,2024-08,2024-W32,2024-08-05,inventory_waste,donation,alias-43212,C_07,132
FI,2024-07,2024-W29,2024-07-19,inventory_waste,donation,alias-53162,C_08,1200
FI,2024-07,2024-W28,2024-07-08,inventory_waste,donation,alias-64911,C_05,32
FI,2024-07,2024-W30,2024-07-22,inventory_waste,donation,alias-50916,C_07,43
FI,2024-07,2024-W29,2024-07-15,inventory_waste,donation,alias-68730,C_07,18
FI,2024-07,2024-W28,2024-07-08,inventory_waste,donation,alias-86802,C_04,53
FI,2024-08,2024-W34,2024-08-19,inventory_waste,donation,alias-98654,C_05,51
PI,2024-07,2024-W30,2024-07-26,inventory_waste,donation,alias-53073,C_07,90
PI,2024-08,2024-W33,2024-08-16,inventory_waste,donation,alias-57561,C_05,211
PI,2024-07,2024-W28,2024-07-12,inventory_waste,donation,alias-26372,C_05,1814
PI,2024-07,2024-W29,2024-07-19,inventory_waste,donation,alias-91942,C_04,1280
PI,2024-07,2024-W28,2024-07-12,inventory_waste,donation,alias-91319,C_05,990
PI,2024-07,2024-W28,2024-07-12,inventory_waste,donation,alias-62303,C_05,1188
FI,2024-08,2024-W35,2024-08-28,inventory_waste,donation,alias-26689,C_05,317
FI,2024-08,2024-W34,2024-08-21,inventory_waste,disposal,alias-77003,C_07,230
FI,2024-08,2024-W35,2024-08-26,inventory_waste,donation,alias-77140,C_06,15
FI,2024-07,2024-W27,2024-07-01,inventory_waste,donation,alias-60134,C_05,178
FI,2024-08,2024-W32,2024-08-09,inventory_waste,donation,alias-38277,C_01,2048
FI,2024-08,2024-W34,2024-08-22,inventory_waste,donation,alias-90301,C_05,58
FI,2024-07,2024-W27,2024-07-03,inventory_waste,donation,alias-15948,C_05,288
FI,2024-08,2024-W31,2024-08-02,inventory_waste,donation,alias-23847,C_01,850
FI,2024-07,2024-W28,2024-07-08,inventory_waste,donation,alias-51212,C_01,300
FI,2024-08,2024-W31,2024-07-29,inventory_waste,donation,alias-45426,C_05,91
FI,2024-08,2024-W31,2024-07-29,inventory_waste,donation,alias-70707,C_01,1478
FI,2024-07,2024-W27,2024-07-05,inventory_waste,donation,alias-92203,C_05,360
PI,2024-07,2024-W30,2024-07-23,inventory_waste,donation,alias-92203,C_05,120
PI,2024-08,2024-W33,2024-08-16,inventory_waste,donation,alias-92203,C_05,480
PI,2024-08,2024-W33,2024-08-16,inventory_waste,donation,alias-56305,C_07,368
PI,2024-08,2024-W33,2024-08-16,inventory_waste,donation,alias-32377,C_01,499
PI,2024-08,2024-W33,2024-08-16,inventory_waste,donation,alias-40745,C_01,2976
PI,2024-08,2024-W35,2024-08-30,inventory_waste,donation,alias-35165,C_05,72
PI,2024-08,2024-W35,2024-08-30,inventory_waste,donation,alias-45838,C_05,4608
PI,2024-08,2024-W35,2024-08-30,inventory_waste,donation,alias-35198,C_05,5306
FI,2024-08,2024-W35,2024-08-26,inventory_waste,donation,alias-41243,C_05,605
FI,2024-07,2024-W28,2024-07-09,inventory_waste,donation,alias-21677,C_03,180
FI,2024-08,2024-W32,2024-08-07,inventory_waste,donation,alias-44971,C_07,960
FI,2024-07,2024-W27,2024-07-01,inventory_waste,donation,alias-56305,C_07,565
PI,2024-08,2024-W32,2024-08-09,inventory_waste,donation,alias-84854,C_05,845
PI,2024-08,2024-W32,2024-08-09,inventory_waste,donation,alias-52458,C_07,672
FI,2024-07,2024-W30,2024-07-25,inventory_waste,donation,alias-26199,C_04,144
FI,2024-08,2024-W34,2024-08-22,inventory_waste,donation,alias-64893,C_05,754
FI,2024-07,2024-W29,2024-07-19,inventory_waste,donation,alias-55650,C_08,242
FI,2024-07,2024-W29,2024-07-17,inventory_waste,donation,alias-50557,C_05,64
FI,2024-07,2024-W29,2024-07-19,inventory_waste,donation,alias-18196,C_04,346
FI,2024-08,2024-W31,2024-07-29,inventory_waste,donation,alias-55650,C_08,400
FI,2024-08,2024-W31,2024-07-29,inventory_waste,donation,alias-22122,C_02,11
FI,2024-08,2024-W34,2024-08-19,inventory_waste,donation,alias-25010,C_05,3600
PI,2024-07,2024-W30,2024-07-26,inventory_waste,donation,alias-42978,C_05,1200
PI,2024-08,2024-W33,2024-08-16,inventory_waste,donation,alias-73783,C_04,96
PI,2024-08,2024-W31,2024-08-02,inventory_waste,donation,alias-25977,C_05,10512
PI,2024-08,2024-W35,2024-08-30,inventory_waste,donation,alias-25977,C_05,11066
PI,2024-08,2024-W35,2024-08-30,inventory_waste,donation,alias-39976,C_07,78
PI,2024-08,2024-W35,2024-08-30,inventory_waste,donation,alias-87920,C_05,432
FI,2024-08,2024-W35,2024-08-28,inventory_waste,donation,alias-33584,C_05,504
FI,2024-07,2024-W27,2024-07-01,inventory_waste,donation,alias-21882,C_05,720
FI,2024-08,2024-W35,2024-08-26,inventory_waste,donation,alias-35165,C_05,1008
FI,2024-08,2024-W31,2024-07-27,inventory_waste,donation,alias-26813,C_03,1440
FI,2024-07,2024-W28,2024-07-12,inventory_waste,disposal,alias-99873,C_05,432
FI,2024-07,2024-W30,2024-07-25,inventory_waste,donation,alias-45838,C_05,4608
PI,2024-08,2024-W31,2024-08-01,inventory_waste,disposal,alias-80726,C_02,19
FI,2024-08,2024-W34,2024-08-22,inventory_waste,donation,alias-11932,C_07,424
FI,2024-08,2024-W32,2024-08-05,inventory_waste,donation,alias-64817,C_07,2578
FI,2024-07,2024-W28,2024-07-10,inventory_waste,donation,alias-47825,C_05,77
FI,2024-07,2024-W29,2024-07-19,inventory_waste,donation,alias-43212,C_07,132
FI,2024-07,2024-W29,2024-07-19,inventory_waste,donation,alias-11628,C_07,29
FI,2024-07,2024-W29,2024-07-19,inventory_waste,donation,alias-96610,C_06,11
FI,2024-07,2024-W29,2024-07-19,inventory_waste,donation,alias-50008,C_07,582
FI,2024-07,2024-W29,2024-07-15,inventory_waste,donation,alias-94382,C_07,197
FI,2024-07,2024-W28,2024-07-08,inventory_waste,donation,alias-90898,C_07,10
FI,2024-08,2024-W31,2024-07-29,inventory_waste,donation,alias-67445,C_05,96
PI,2024-08,2024-W34,2024-08-23,inventory_waste,donation,alias-58700,C_03,960
PI,2024-07,2024-W30,2024-07-26,inventory_waste,donation,alias-61472,C_05,864
PI,2024-08,2024-W33,2024-08-16,inventory_waste,donation,alias-94382,C_07,120
PI,2024-08,2024-W35,2024-08-30,inventory_waste,donation,alias-84824,C_05,1181
PI,2024-08,2024-W31,2024-08-02,inventory_waste,donation,alias-86729,C_01,1723
FI,2024-07,2024-W27,2024-07-01,inventory_waste,donation,alias-42490,C_05,288
PI,2024-08,2024-W32,2024-08-09,inventory_waste,donation,alias-81751,C_04,634
FI,2024-07,2024-W30,2024-07-25,inventory_waste,donation,alias-68730,C_07,16
FI,2024-07,2024-W28,2024-07-12,inventory_waste,disposal,alias-20434,C_03,1045
FI,2024-07,2024-W30,2024-07-25,inventory_waste,donation,alias-97893,C_05,288
FI,2024-07,2024-W27,2024-07-03,inventory_waste,donation,alias-43281,C_07,990
FI,2024-07,2024-W27,2024-07-03,inventory_waste,disposal,alias-27269,C_01,144
FI,2024-08,2024-W33,2024-08-16,inventory_waste,donation,alias-70811,C_07,72
FI,2024-07,2024-W27,2024-07-05,inventory_waste,donation,alias-94382,C_07,144
PI,2024-07,2024-W30,2024-07-26,inventory_waste,donation,alias-64732,C_05,384
FI,2024-08,2024-W33,2024-08-14,inventory_waste,donation,alias-13478,C_05,8
PI,2024-08,2024-W33,2024-08-16,inventory_waste,donation,alias-91319,C_05,384
PI,2024-08,2024-W35,2024-08-30,inventory_waste,donation,alias-55049,C_05,2787
FI,2024-08,2024-W32,2024-08-07,inventory_waste,donation,alias-79982,C_05,2028
FI,2024-08,2024-W35,2024-08-28,inventory_waste,donation,alias-42171,C_03,86
FI,2024-07,2024-W27,2024-07-01,inventory_waste,donation,alias-54779,C_05,70
FI,2024-07,2024-W27,2024-07-01,inventory_waste,donation,alias-40504,C_05,137
FI,2024-07,2024-W28,2024-07-12,inventory_waste,disposal,alias-94574,C_05,768
FI,2024-08,2024-W34,2024-08-22,inventory_waste,donation,alias-99873,C_05,292
FI,2024-07,2024-W27,2024-07-03,inventory_waste,donation,alias-38044,C_05,4200
FI,2024-08,2024-W31,2024-08-02,inventory_waste,donation,alias-33733,C_05,552
FI,2024-08,2024-W33,2024-08-12,inventory_waste,donation,alias-57272,C_07,38
FI,2024-08,2024-W33,2024-08-12,inventory_waste,donation,alias-11331,C_05,5837
FI,2024-07,2024-W30,2024-07-26,inventory_waste,donation,alias-75156,C_04,336
FI,2024-07,2024-W30,2024-07-26,inventory_waste,donation,alias-43520,C_05,17
FI,2024-07,2024-W29,2024-07-17,inventory_waste,donation,alias-78026,C_05,48
FI,2024-07,2024-W27,2024-06-29,inventory_waste,disposal,alias-32443,C_05,72
FI,2024-08,2024-W31,2024-07-29,inventory_waste,donation,alias-26813,C_03,6120
FI,2024-07,2024-W28,2024-07-08,inventory_waste,donation,alias-13683,C_07,35
FI,2024-07,2024-W30,2024-07-22,inventory_waste,donation,alias-18196,C_04,134
FI,2024-08,2024-W34,2024-08-19,inventory_waste,donation,alias-57887,C_05,20
PI,2024-07,2024-W30,2024-07-26,inventory_waste,donation,alias-26372,C_05,173
PI,2024-08,2024-W33,2024-08-16,inventory_waste,donation,alias-39015,C_05,192
PI,2024-07,2024-W29,2024-07-19,inventory_waste,donation,alias-26166,C_07,89
PI,2024-08,2024-W35,2024-08-30,inventory_waste,donation,alias-88356,C_05,1814
FI,2024-07,2024-W27,2024-07-01,inventory_waste,donation,alias-97893,C_05,96
FI,2024-08,2024-W35,2024-08-28,inventory_waste,donation,alias-93381,C_07,269
FI,2024-08,2024-W35,2024-08-28,inventory_waste,donation,alias-14226,C_04,72
FI,2024-08,2024-W35,2024-08-28,inventory_waste,donation,alias-22002,C_05,324
FI,2024-07,2024-W27,2024-07-01,inventory_waste,donation,alias-68730,C_07,67
FI,2024-07,2024-W27,2024-07-01,inventory_waste,donation,alias-52621,C_07,432
FI,2024-08,2024-W32,2024-08-07,inventory_waste,donation,alias-73256,C_07,50
PI,2024-08,2024-W32,2024-08-09,inventory_waste,donation,alias-99863,C_06,360
FI,2024-08,2024-W34,2024-08-22,inventory_waste,donation,alias-98656,C_05,144
FI,2024-08,2024-W32,2024-08-05,inventory_waste,donation,alias-17889,C_08,1600
FI,2024-07,2024-W27,2024-07-03,inventory_waste,donation,alias-90301,C_05,168
FI,2024-08,2024-W31,2024-08-02,inventory_waste,donation,alias-12317,C_02,106
FI,2024-08,2024-W32,2024-08-05,inventory_waste,donation,alias-67445,C_05,72
FI,2024-07,2024-W28,2024-07-10,inventory_waste,donation,alias-11699,C_05,160
FI,2024-07,2024-W28,2024-07-08,inventory_waste,donation,alias-70811,C_07,48
FI,2024-07,2024-W29,2024-07-15,inventory_waste,donation,alias-11907,C_05,384
FI,2024-07,2024-W30,2024-07-22,inventory_waste,donation,alias-50008,C_07,96
FI,2024-07,2024-W28,2024-07-08,inventory_waste,donation,alias-27426,C_05,672
FI,2024-07,2024-W28,2024-07-08,inventory_waste,donation,alias-92203,C_05,204
FI,2024-08,2024-W31,2024-07-29,inventory_waste,donation,alias-14226,C_04,72
PI,2024-08,2024-W34,2024-08-23,inventory_waste,donation,alias-84880,C_05,128
FI,2024-08,2024-W32,2024-08-07,inventory_waste,donation,alias-20434,C_03,4080
FI,2024-08,2024-W32,2024-08-07,inventory_waste,donation,alias-13517,C_05,24
PI,2024-08,2024-W32,2024-08-09,inventory_waste,donation,alias-20886,C_01,3512
PI,2024-08,2024-W32,2024-08-09,inventory_waste,donation,alias-41649,C_05,1260
PI,2024-08,2024-W32,2024-08-09,inventory_waste,donation,alias-49157,C_06,1248
FI,2024-08,2024-W34,2024-08-22,inventory_waste,donation,alias-11628,C_07,35
FI,2024-07,2024-W27,2024-07-03,inventory_waste,donation,alias-32377,C_01,573
FI,2024-08,2024-W32,2024-08-05,inventory_waste,donation,alias-73256,C_07,306
FI,2024-08,2024-W31,2024-08-02,inventory_waste,donation,alias-18257,C_07,177
FI,2024-07,2024-W29,2024-07-19,inventory_waste,donation,alias-30631,C_05,85
FI,2024-08,2024-W31,2024-07-29,inventory_waste,donation,alias-37993,C_01,10
FI,2024-08,2024-W31,2024-07-29,inventory_waste,disposal,alias-10581,C_02,101
FI,2024-07,2024-W27,2024-07-05,inventory_waste,donation,alias-94574,C_05,1152
FI,2024-08,2024-W34,2024-08-19,inventory_waste,donation,alias-47825,C_05,6720
PI,2024-07,2024-W30,2024-07-26,inventory_waste,donation,alias-15832,C_07,62
FI,2024-08,2024-W33,2024-08-14,inventory_waste,donation,alias-86740,C_05,769
PI,2024-08,2024-W33,2024-08-16,inventory_waste,donation,alias-13517,C_05,240
FI,2024-07,2024-W27,2024-07-01,inventory_waste,donation,alias-78026,C_05,504
FI,2024-08,2024-W32,2024-08-07,inventory_waste,donation,alias-32443,C_05,108
FI,2024-08,2024-W35,2024-08-28,inventory_waste,donation,alias-78797,C_07,41
PI,2024-08,2024-W32,2024-08-09,inventory_waste,donation,alias-54292,C_05,3200
PI,2024-08,2024-W32,2024-08-09,inventory_waste,donation,alias-68109,C_04,192
PI,2024-08,2024-W32,2024-08-09,inventory_waste,donation,alias-42978,C_05,440
FI,2024-08,2024-W34,2024-08-22,inventory_waste,donation,alias-93397,C_08,320
FI,2024-08,2024-W33,2024-08-16,inventory_waste,donation,alias-51212,C_01,294
FI,2024-08,2024-W32,2024-08-05,inventory_waste,donation,alias-89269,C_01,86
FI,2024-08,2024-W33,2024-08-16,inventory_waste,donation,alias-34965,C_05,360
FI,2024-07,2024-W29,2024-07-17,inventory_waste,donation,alias-25523,C_07,420
FI,2024-07,2024-W28,2024-07-08,inventory_waste,donation,alias-32443,C_05,374
FI,2024-07,2024-W30,2024-07-22,inventory_waste,donation,alias-58387,C_07,18
FI,2024-07,2024-W28,2024-07-08,inventory_waste,donation,alias-68691,C_05,32
FI,2024-07,2024-W30,2024-07-22,inventory_waste,donation,alias-47825,C_05,2160
FI,2024-08,2024-W31,2024-07-29,inventory_waste,donation,alias-62303,C_05,96
FI,2024-07,2024-W27,2024-07-05,inventory_waste,donation,alias-68691,C_05,88
FI,2024-08,2024-W34,2024-08-19,inventory_waste,donation,alias-34965,C_05,360
FI,2024-08,2024-W34,2024-08-19,inventory_waste,donation,alias-65472,C_07,614
PI,2024-07,2024-W30,2024-07-26,inventory_waste,donation,alias-97893,C_05,432
PI,2024-07,2024-W30,2024-07-26,inventory_waste,donation,alias-54244,C_05,1008
PI,2024-07,2024-W27,2024-07-05,inventory_waste,donation,alias-77003,C_07,720
PI,2024-07,2024-W28,2024-07-12,inventory_waste,donation,alias-94816,C_07,566
FI,2024-07,2024-W27,2024-07-01,inventory_waste,donation,alias-70225,C_05,216
FI,2024-08,2024-W35,2024-08-28,inventory_waste,donation,alias-52621,C_07,77
FI,2024-08,2024-W34,2024-08-20,inventory_waste,donation,alias-50474,C_05,1296
FI,2024-08,2024-W32,2024-08-07,inventory_waste,donation,alias-57272,C_07,53
FI,2024-07,2024-W27,2024-07-01,inventory_waste,donation,alias-79982,C_05,410
FI,2024-07,2024-W27,2024-07-01,inventory_waste,donation,alias-25523,C_07,648
FI,2024-07,2024-W30,2024-07-25,inventory_waste,donation,alias-61191,C_05,96
FI,2024-08,2024-W32,2024-08-09,inventory_waste,donation,alias-67445,C_05,360
FI,2024-08,2024-W34,2024-08-22,inventory_waste,donation,alias-28027,C_01,355
FI,2024-08,2024-W33,2024-08-16,inventory_waste,donation,alias-35858,C_07,30
FI,2024-07,2024-W30,2024-07-26,inventory_waste,donation,alias-78026,C_05,16
FI,2024-07,2024-W29,2024-07-17,inventory_waste,donation,alias-90301,C_05,173
FI,2024-08,2024-W31,2024-07-29,inventory_waste,disposal,alias-74772,C_05,64
FI,2024-08,2024-W34,2024-08-19,inventory_waste,donation,alias-79190,C_05,2160
FI,2024-08,2024-W34,2024-08-19,inventory_waste,donation,alias-68148,C_07,4
PI,2024-07,2024-W30,2024-07-26,inventory_waste,donation,alias-58956,C_05,4068
PI,2024-08,2024-W33,2024-08-16,inventory_waste,donation,alias-92339,C_05,77
PI,2024-08,2024-W33,2024-08-16,inventory_waste,donation,alias-45838,C_05,2944
PI,2024-07,2024-W27,2024-07-05,inventory_waste,donation,alias-38044,C_05,30780
PI,2024-08,2024-W33,2024-08-16,inventory_waste,donation,alias-38323,C_05,720
PI,2024-07,2024-W28,2024-07-12,inventory_waste,donation,alias-47825,C_05,960
PI,2024-08,2024-W31,2024-08-02,inventory_waste,donation,alias-67490,C_05,2400
PI,2024-08,2024-W31,2024-08-02,inventory_waste,donation,alias-45036,C_07,1368
PI,2024-08,2024-W32,2024-08-09,inventory_waste,donation,alias-44708,C_05,3953
PI,2024-08,2024-W32,2024-08-09,inventory_waste,donation,alias-42879,C_07,86
FI,2024-08,2024-W32,2024-08-06,inventory_waste,disposal,alias-97004,C_03,43
FI,2024-08,2024-W31,2024-08-02,inventory_waste,donation,alias-51212,C_01,168
FI,2024-08,2024-W31,2024-08-02,inventory_waste,donation,alias-68730,C_07,6
FI,2024-08,2024-W33,2024-08-16,inventory_waste,donation,alias-24594,C_05,67
FI,2024-08,2024-W31,2024-08-02,inventory_waste,donation,alias-20886,C_01,40
FI,2024-08,2024-W32,2024-08-05,inventory_waste,donation,alias-17050,C_05,1440
FI,2024-07,2024-W27,2024-07-03,inventory_waste,donation,alias-22002,C_05,1382
FI,2024-07,2024-W29,2024-07-19,inventory_waste,donation,alias-66307,C_05,78
FI,2024-07,2024-W29,2024-07-17,inventory_waste,donation,alias-30445,C_05,1344
FI,2024-08,2024-W31,2024-07-29,inventory_waste,donation,alias-25936,C_06,200
FI,2024-07,2024-W27,2024-07-05,inventory_waste,disposal,alias-11331,C_05,486
FI,2024-08,2024-W34,2024-08-19,inventory_waste,donation,alias-24594,C_05,106
PI,2024-07,2024-W29,2024-07-15,inventory_waste,donation,alias-86740,C_05,778
PI,2024-07,2024-W27,2024-07-05,inventory_waste,donation,alias-18021,C_06,672
PI,2024-08,2024-W33,2024-08-16,inventory_waste,donation,alias-37900,C_05,288
PI,2024-07,2024-W27,2024-07-05,inventory_waste,donation,alias-38323,C_05,1152
PI,2024-07,2024-W27,2024-07-05,inventory_waste,donation,alias-51212,C_01,462
PI,2024-08,2024-W35,2024-08-30,inventory_waste,donation,alias-95347,C_05,216
PI,2024-08,2024-W31,2024-08-02,inventory_waste,donation,alias-26166,C_07,23
FI,2024-07,2024-W27,2024-07-01,inventory_waste,donation,alias-96628,C_05,107
FI,2024-08,2024-W35,2024-08-28,inventory_waste,donation,alias-71618,C_01,86
FI,2024-08,2024-W34,2024-08-20,inventory_waste,donation,alias-32169,C_05,576
FI,2024-08,2024-W34,2024-08-20,inventory_waste,donation,alias-15004,C_03,720
FI,2024-07,2024-W30,2024-07-25,inventory_waste,donation,alias-70536,C_07,16
FI,2024-08,2024-W32,2024-08-09,inventory_waste,donation,alias-24964,C_05,3600
FI,2024-07,2024-W28,2024-07-12,inventory_waste,disposal,alias-68730,C_07,24
FI,2024-08,2024-W32,2024-08-09,inventory_waste,donation,alias-72272,C_05,150
FI,2024-07,2024-W28,2024-07-12,inventory_waste,disposal,alias-52168,C_06,180
FI,2024-08,2024-W34,2024-08-22,inventory_waste,donation,alias-32169,C_05,144
FI,2024-08,2024-W34,2024-08-22,inventory_waste,donation,alias-76383,C_08,13200
FI,2024-07,2024-W27,2024-07-03,inventory_waste,donation,alias-78026,C_05,256
FI,2024-07,2024-W30,2024-07-26,inventory_waste,donation,alias-86035,C_07,29
FI,2024-07,2024-W30,2024-07-22,inventory_waste,donation,alias-36171,C_07,80
FI,2024-07,2024-W28,2024-07-08,inventory_waste,donation,alias-32377,C_01,758
FI,2024-08,2024-W31,2024-07-29,inventory_waste,donation,alias-95866,C_04,1939
FI,2024-07,2024-W27,2024-07-05,inventory_waste,donation,alias-92339,C_05,38
FI,2024-07,2024-W27,2024-07-05,inventory_waste,disposal,alias-68691,C_05,84
FI,2024-07,2024-W29,2024-07-15,inventory_waste,donation,alias-91319,C_05,144
FI,2024-07,2024-W28,2024-07-08,inventory_waste,donation,alias-77140,C_06,13
FI,2024-07,2024-W30,2024-07-22,inventory_waste,donation,alias-64732,C_05,841
FI,2024-07,2024-W30,2024-07-22,inventory_waste,donation,alias-64817,C_07,73
PI,2024-07,2024-W28,2024-07-10,inventory_waste,disposal,alias-30557,C_09,3379
FI,2024-08,2024-W33,2024-08-14,inventory_waste,donation,alias-41649,C_05,1418
PI,2024-08,2024-W33,2024-08-16,inventory_waste,donation,alias-44541,C_01,749
PI,2024-08,2024-W33,2024-08-16,inventory_waste,donation,alias-24879,C_07,86
PI,2024-08,2024-W33,2024-08-16,inventory_waste,donation,alias-26393,C_04,384
FI,2024-08,2024-W35,2024-08-26,inventory_waste,donation,alias-38323,C_05,144
FI,2024-08,2024-W35,2024-08-26,inventory_waste,donation,alias-41649,C_05,972
PI,2024-08,2024-W32,2024-08-09,inventory_waste,donation,alias-44971,C_07,508
FI,2024-07,2024-W30,2024-07-25,inventory_waste,donation,alias-79982,C_05,151
FI,2024-07,2024-W28,2024-07-12,inventory_waste,disposal,alias-57272,C_07,1627
FI,2024-08,2024-W32,2024-08-09,inventory_waste,donation,alias-45482,C_04,29
FI,2024-07,2024-W30,2024-07-25,inventory_waste,donation,alias-88862,C_07,138
FI,2024-08,2024-W31,2024-08-02,inventory_waste,donation,alias-77003,C_07,31
FI,2024-07,2024-W27,2024-07-03,inventory_waste,donation,alias-90508,C_05,142
FI,2024-08,2024-W31,2024-08-02,inventory_waste,donation,alias-23783,C_01,706
FI,2024-08,2024-W32,2024-08-05,inventory_waste,donation,alias-64759,C_07,80
